id,hsk_level,chinese,pinyin,english
4469,6,传出,chuán chū,efferent; come out; come through
4470,6,传媒,chuán méi,media
4471,6,传输,chuán shū,transmission; transport
4472,6,传言,chuán yán,hearsay; rumour; pass on a message
4473,6,船员,chuán yuán,crew; crewman; waterman
4474,6,船长,chuán zhǎng,captain; skipper
4475,6,船只,chuán zhī,ship; vessel; craft
4476,6,串,chuàn,"strand, cluster"
4477,6,窗口,chuāng kǒu,window; wicket
4478,6,创办,chuàng bàn,establish; found
4479,6,创建,chuàng jiàn,found; establish; creation
4480,6,创意,chuàng yì,creativity
4481,6,此处,cǐ chù,here; this place
4482,6,此次,cǐ cì,this time
4483,6,此前,cǐ qián,before
4484,6,此事,cǐ shì,this matter
4485,6,此致,cǐ zhì,regards; sincerely; with the best wishes
4486,6,次数,cì shù,frequency; number of times
4487,6,从不,cóng bù,never; never ever
4488,6,从没,cóng méi,never; never did
4489,6,醋,cù,vinegar
4490,6,村庄,cūn zhuāng,village; hamlet
4491,6,错过,cuò guò,miss; let slip
4492,6,搭,dā,"to match, to take"
4493,6,搭档,dādàng,partner
4494,6,搭配,dāpèi,arrange; match
4495,6,打动,dǎ dòng,move; touch
4496,6,打断,dǎ duàn,break; interrupt; fracture
4497,6,打发,dǎ fa,send; dispatch; dismiss
4498,6,打官司,dǎguānsi,To engage in a lawsuit
4499,6,打牌,dǎ pái,play cards; play mah-jong
4500,6,打印机,dǎ yìn jī,printer
4501,6,打造,dǎ zào,build; make; creation
4502,6,大道,dà dào,main road; avenue
4503,6,大街,dà jiē,avenue; street; main street
4504,6,大力,dà lì,energetic; energetically; vigorously
4505,6,大米,dà mǐ,rice
4506,6,大批,dà pī,large quantity; a smart of; legion
4507,6,大赛,dà sài,contest
4508,6,大师,dà shī,great master; grandmaster; master
4509,6,大使,dà shǐ,ambassador; envoy
4510,6,待会儿,dāi huìr,after a while; later
4511,6,担忧,dān yōu,worry; be anxious; trepidation
4512,6,单打,dān dǎ,singles
4513,6,诞生,dànshēng,Be born
4514,6,党,dǎng,party
4515,6,当,dāng,When
4516,6,当成,dāng chéng,regard; treat as; take
4517,6,当天,dāng tiān,that day
4518,6,当作,dàng zuò,regard as; treat as
4519,6,档,dàng,pigeonhole; files; archives; crosspiece; grade
4520,6,档案,dàng’àn,archives
4521,6,岛,dǎo,island
4522,6,到期,dào qī,mature; expire; become due; maturity
4523,6,盗版,dào bǎn,piracy; illegal copy
4524,6,道教,dào jiào,Taoism
4525,6,道歉,dàoqiàn,apologize
4526,6,低头,dī tóu,head down; lower one’s head; submit
4527,6,低温,dī wēn,Low temperature; hypothermia; microtherm
4528,6,滴,dī,drop
4529,6,抵达,dǐdá,Arrive
4530,6,抵抗,dǐkàng,resistance
4531,6,地板,dì bǎn,floor
4532,6,地名,dì míng,place name
4533,6,地下室,dì xià shì,basement; cellar
4534,6,电车,diàn chē,tram; tramcar; streetcar; trolleybus; trolley
4535,6,电动,diàn dòng,motor-driven; power-driven; electric
4536,6,电力,diàn lì,electricity; electric power
4537,6,电器,diàn qì,electric appliance; electrical equipment
4538,6,吊,diào,crane
4539,6,调研,diào yán,research; investigation
4540,6,跌,diē,fall
4541,6,定价,dìng jià,fix a price; set price; fixed price; pricing
4542,6,定时,dìng shí,timing; definite time
4543,6,定位,dìng wèi,locate; location; positioning; registration
4544,6,动画,dòng huà,cartoon; animation
4545,6,斗争,dòuzhēng,Struggle
4546,6,都市,dū shì,metropolis; city
4547,6,毒品,dúpǐn,narcotics
4548,6,赌,dǔ,gamble; bet
4549,6,赌博,dǔbó,gambling
4550,6,渡,dù,cross; ferry; tide over; ferry across; crossing
4551,6,端,duān,end
4552,6,端午节,uānwǔjié,The Dragon Boat Festival
4553,6,短片,duǎn piàn,short film
4554,6,队伍,duìwu,Ranks
4555,6,对抗,duìkàng,Combat
4556,6,对外,duì wài,foreign; external
4557,6,蹲,dūn,squat
4558,6,多半,duō bàn,most; the greater part; chiefly; probably
4559,6,多方面,duō fāng miàn,multifaceted; in many aspects; many-sided
4560,6,多媒体,duō méi tǐ,multimedia
4561,6,夺,duó,seize; snatch; rob; contend for; deprive; decide
4562,6,夺取,duó qǔ,seize; wrest; strive for; snatch; taking
4563,6,恩人,ēn rén,benefactor
4564,6,儿科,ér kē,pediatrics; pediatric department
4565,6,发病,fā bìng,onset; morbidity; pathogenesis; outbreak; fall ill
4566,6,发电,fā diàn,generate electricity; power generation
4567,6,发放,fā fàng,provide; grant; extend; give out; issue
4568,6,发怒,fā nù,get angry; fly into a rage; flare up; huff
4569,6,发起,fā qǐ,initiate; sponsor; start; launch
4570,6,发言人,fā yán rén,spokesman; spokesperson; addressor; prolocutor
4571,6,发炎,fāyán,inflammation
4572,6,法庭,fǎ tíng,court; tribunal
4573,6,法语,fǎ yǔ,French language
4574,6,番,fān,Some
4575,6,番茄,fān qié,tomato
4576,6,凡是,fánshì,All
4577,6,繁殖,fánzhí,Reproduction
4578,6,反抗,fǎnkàng,Resistance
4579,6,反问,fǎnwèn,rhetorical question
4580,6,反响,fǎn xiǎng,repercussion; echo; reverberation; reaction
4581,6,犯,fàn,commit; offend; violate; work against; criminal
4582,6,犯规,fàn guī,foul
4583,6,犯罪,fàn zuì,commit a crime; offense; crime
4584,6,防范,fáng fàn,be on guard; keep a lookout
4585,6,防守,fángshǒu,Defense
4586,6,房价,fáng jià,house price
4587,6,仿佛,fǎngfú,as if
4588,6,飞船,fēi chuán,spaceship; airship; dirigible; areoboat; vehicle
4589,6,飞行员,fēi xíng yuán,aviator; pilot
4590,6,肺,fèi,lung
4591,6,分工,fēn gōng,division of labor; divide the work
4592,6,分裂,fēnliè,division
4593,6,愤怒,fènnù,anger
4594,6,风暴,fēngbào,Storm
4595,6,峰会,fēng huì,summit; summit meeting
4596,6,奉献,fèngxiàn,dedicate
4597,6,佛,fó,Buddha; Buddhism
4598,6,佛教,fó jiào,Buddhism
4599,6,服,fú,clothes; dress; serve; take; be convinced; be accustomed to
4600,6,浮,fú,float; swim; superficial; movable; temporary; pumice
4601,6,父女,fù nǚ,father and daughter
4602,6,父子,fù zǐ,father and son
4603,6,负,fù,negative; load; loss; defeat; bear; carry; lose; owe
4604,6,妇女,fùnǚ,Woman
4605,6,复苏,fù sū,resuscitate; recovery; come to; revive
4606,6,副（形）,fù,secondary; auxiliary; subsidiary
4607,6,副（量）,fù,(measure word)
4608,6,富人,fù rén,the rich
4609,6,富有,fù yǒu,rich; wealthy; richness; abound
4610,6,改装,gǎi zhuāng,repack; refit; reequip
4611,6,干涉,gānshè,interference
4612,6,肝,gān,liver
4613,6,杆,gān,pole; staff
4614,6,赶不上,gǎn bú shàng,can’t catch up with; fall behind; can’t keep up
4615,6,赶忙,gǎn máng,hurry; hasten; make haste; quickly
4616,6,赶上,gǎn shàng,overtake; catch up; emulate; keep up
4617,6,敢于,gǎn yú,dare to; be bold in; have the courage to; venture
4618,6,感人,gǎn rén,moving; touching
4619,6,刚好,gāng hǎo,just; exactly; happen to
4620,6,岗位,gǎngwèi,post
4621,6,港口,gǎngkǒu,Port
4622,6,高层,gāo céng,high level; high class; high-rise
4623,6,高档,gāodàng,High-grade
4624,6,高等,gāo děng,higher; advanced; high; of a higher level
4625,6,高峰,gāofēng,peak
4626,6,高考,gāo kǎo,college entrance examination
4627,6,高科技,gāo kē jì,high technology; high tech
4628,6,高手,gāo shǒu,master; past master; master hand; ace
4629,6,稿子,gǎo zi,manuscript; draft; sketch
4630,6,歌唱,gē chàng,sing; singing
4631,6,歌词,gē cí,lyric; lyrics; libretto
4632,6,歌星,gē xīng,singer; singing star
4633,6,革新,gé xīn,innovation; renovation
4634,6,更是,gèng shì,more; even more
4635,6,工商,gōng shāng,industry and commerce
4636,6,公,gōng,public; fair; impartial; male; public affairs; make public
4637,6,公安,gōng ān,public security; police; ministry of public security
4638,6,公鸡,gōng jī,cock; rooster
4639,6,公众,gōng zhòng,public
4640,6,公主,gōngzhǔ,princess
4641,6,攻击,gōngjī,attack
4642,6,供给,gōngjǐ,supply
4643,6,宫,gōng,palace; temple; uterus; place for recreation
4644,6,巩固,gǒnggù,consolidate
4645,6,贡献,gòngxiàn,contribution
4646,6,构建,gòu jiàn,structure; construct
4647,6,孤独,gūdú,lonely
4648,6,孤儿,gū ér,orphan
4649,6,姑姑,gūgu,aunt
4650,6,古典,gǔdiǎn,classical
4651,6,股,gǔ,thigh; portion; share; strand
4652,6,股东,gǔdōng,stockholder
4653,6,股票,gǔpiào,shares; stock
4654,6,故障,gùzhàng,fault
4655,6,顾,gù,look at; look after; attend; turn around and look at
4656,6,刮,guā,scratch; shave; fleece; extort; blow; shaving
4657,6,拐,guǎi,abduct; kidnap; turn; crutch
4658,6,关爱,guān ài,care; caring
4659,6,关联,guān lián,relevance; relevancy; be related; be connected; be linked
4660,6,观光,guānguāng,Sightseeing
4661,6,官司,guān si,lawsuit
4662,6,管道,guǎn dào,pipeline; channel; tunnel; piping; tubing
4663,6,光辉,guānghuī,Glory
4664,6,广阔,guǎngkuò,wide
4665,6,轨道,guǐdào,track
4666,6,跪,guì,kneel
4667,6,国产,guó chǎn,domestic; made in one’s country
4668,6,国歌,guó gē,national anthem
4669,6,国会,guó huì,parliament ; congress
4670,6,国旗,guó qí,national flag
4671,6,国王,guówáng,king
4672,6,果酱,guǒ jiàng,jam; squish; marmalade
4673,6,果树,guǒ shù,fruiter; fruit tree
4674,6,过渡,guòdù,transition
4675,6,过后,guò hòu,afterwards; later; after
4676,6,过时,guò shí,obsolete; outdate; outmode; out of style
4677,6,海报,hǎi bào,poster; playbill
4678,6,海底,hǎi dǐ,seabed ; seafloor
4679,6,海军,hǎi jūn,navy
4680,6,海浪,hǎi làng,sea wave
4681,6,海外,hǎi wài,overseas; abroad
4682,6,海湾,hǎi wān,bay; gulf
4683,6,海洋,hǎiyáng,ocean
4684,6,好（不）容易,hǎo （bù） róng yì,with great difficulty; have a hard time (doing sth.)
4685,6,好似,hǎo sì,seem; be like
4686,6,好转,hǎo zhuǎn,get better; improve
4687,6,好学,hào xué,studious; fond of learning
4688,6,合约,hé yuē,treaty; contract; arrangement; deal
4689,6,和谐,héxié,Harmonious
4690,6,核心,héxīn,core
4691,6,黑夜,hēi yè,night
4692,6,很难说,hěn nán shuō,hard to say
4693,6,狠,hěn,ruthless; relentless; firm; resolute; suppress; harden
4694,6,横,héng,harsh and unreasonable; perverse
4695,6,衡量,héng liáng,weigh; measure; scale; weight
4696,6,宏大,hóng dà,grand; great
4697,6,洪水,hóngshuǐ,Flood
4698,6,忽略,hūlüè,ignore
4699,6,壶,hú,pot
4700,6,互动,hù dòng,interactive; interaction
4701,6,户外,hù wài,outdoor
4702,6,护,hù,protect; shield
4703,6,花费,huā fèi,spend; expend; cost; spending
4704,6,花瓶,huā píng,vase; jardiniere
4705,6,花生,huāshēng,peanut
4706,6,化解,huà jiě,resolve; dissolve; defuse; solution
4707,6,幻想,huànxiǎng,fantasy
4708,6,患者,huànzhě,Patient
4709,6,皇帝,huángdì,Emperor
4710,6,回应,huí yìng,response; respond
4711,6,毁,huǐ,destroy; ruin; damage; defame
4712,6,会见,huì jiàn,meet with; pay a visit
4713,6,会长,huì zhǎng,president; chairman; president of an organization
4714,6,绘画,huì huà,paint; draw; drawing; painting
4715,6,昏,hūn,faint; lose consciousness; dusk; twilight; dull; muddle-headed
4716,6,混,hùn,mix; confuse; pass off; muddle along; get along with sb.
4717,6,混合,hùnhé,blend
4718,6,混乱,hùnluàn,confusion
4719,6,活跃,huóyuè,active
4720,6,火箭,huǒjiàn,rocket
4721,6,机动车,jī dòng chē,motor vehicle
4722,6,机关,jī guān,mechanism; gear; machine-operated; office; organ; intrigue
4723,6,机械,jīxiè,Mechanics
4724,6,基督教,jī dū jiào,Christianity; the Christian religion; Christian
4725,6,激情,jīqíng,Passion
4726,6,吉利,jí lì,lucky; auspicious; propitious
4727,6,吉祥,jíxiáng,lucky; auspicious
4728,6,极端,jíduān,extreme
4729,6,急救,jí jiù,first aid; emergency treatment
4730,6,疾病,jíbìng,disease
4731,6,集,jí,gather; collect; collection; anthology; country fair; part
4732,6,给予,jǐyǔ,give
4733,6,加盟,jiā méng,join
4734,6,家电,jiā diàn,home appliances
4735,6,家园,jiā yuán,home; homeland; homestead
4736,6,嘉宾,jiābīn,Distinguished guest
4737,6,假日,jià rì,holiday
4738,6,尖,jiān,pointed; shrill; sharp; acute; point; tip; top
4739,6,监测,jiān cè,monitor
4740,6,监督,jiāndū,supervise
4741,6,捡,jiǎn,pick up
4742,6,简介,jiǎn jiè,brief introduction; synopsis; summary
4743,6,剑,jiàn,sword
4744,6,鉴定,jiàndìng,Appraisal
4745,6,箭,jiàn,arrow
4746,6,将军,jiāngjūn,General
4747,6,讲课,jiǎng kè,teach; lecture
4748,6,酱,jiàng,sauce; paste; jam; thick sauce
4749,6,酱油,jiàngyóu,soy sauce
4750,6,骄傲,jiāo’ào,Proud
4751,6,焦点,jiāodiǎn,focus
4752,6,脚印,jiǎo yìn,footprint; footmark; track
4753,6,觉,jiào,sleep
4754,6,教堂,jiào táng,church; cathedral; chapel
4755,6,教育部,jiào yù bù,Ministry of Education
4756,6,接收,jiē shōu,receive; accept; take over; admit
4757,6,揭,jiē,tear off; take off; uncover; lift; expose; show up; bring to light
4758,6,街头,jiē tóu,street
4759,6,节（动）,jié,economize; save; abridge
4760,6,节假日,jié jià rì,holidays; festival and holiday
4761,6,节能,jié néng,energy conservation; energy saving
4762,6,节奏,jiézòu,rhythm
4763,6,杰出,jiéchū,outstanding
4764,6,截止,jiézhǐ,due
4765,6,截至,jiézhì,By (time）
4766,6,解,jiě,separate; divide; untie; allay; explain; understand
4767,6,解说,jiě shuō,explain orally; comment; definition; narrate
4768,6,界,jiè,boundary; scope; extent; kingdom; group; bound
4769,6,界（文艺界）,jiè （wén yì jiè）,circles; world (circle of literature and art)
4770,6,借鉴,jièjiàn,take example by
4771,6,金额,jīn é,money; sum; amount
4772,6,金钱,jīn qián,money
4773,6,金融,jīnróng,Finance
4774,6,尽,jìn,exhaust; finish; to the limit; use up; exhaust
4775,6,进攻,jìngōng,attack
4776,6,近日,jìn rì,recently; in the past few days
4777,6,近视,jìn shì,myopia; short sight
4778,6,惊人,jīng rén,astonishing; amazing; alarming
4779,6,惊喜,jīng xǐ,surprise; pleasantly surprised
4780,6,精,jīng,skilled; refined; excellent; precise; smart; sharp; essence; energy
4781,6,精美,jīng měi,exquisite; elegant; fineness; refineness
4782,6,精品,jīng pǐn,boutique
4783,6,井,jǐng,well
4784,6,景,jǐng,view; scenery; scene; situation; admire; revere
4785,6,景点,jǐng diǎn,attractions; scenic spot
4786,6,净,jìng,clean; empty; net; cleanse; wash; only; merely
4787,6,纠纷,jiūfēn,dissension; tangle
4788,6,纠正,jiūzhèng,correct
4789,6,酒水,jiǔ shuǐ,drinks; beverage; booze
4790,6,救命,jiù mìng,help; save life
4791,6,救援,jiù yuán,rescue; succor; support
4792,6,救助,jiù zhù,succour; salvation; help sb. in danger or difficulty
4793,6,就是说,jiù shì shuō,that is; in other words; namely
4794,6,就算,jiù suàn,even if; granted that
4795,6,局（量）,jú,(measure word)
4796,6,剧,jù,theatrical work; drama; play; opera; acute; severe; intense
4797,6,据,jù,according to; seize; depend on; evidence
4798,6,捐,juān,Donate
4799,6,捐款,juān kuǎn,donate; donation; donate money; contribute funds
4800,6,捐赠,juān zèng,contribute; donate; present
4801,6,捐助,juān zhù,offer; contribute; donate; donation
4802,6,决策,juécè,make policy
4803,6,觉悟,juéwù,consciousness
4804,6,绝,jué,cut off; exhausted; desperate; unique; extremely; most; absolutely
4805,6,绝大多数,jué dà duō shù,most of; overwhelming majority
4806,6,军队,jūnduì,army
4807,6,军舰,jūn jiàn,warship; military naval ship
4808,6,军事,jūnshì,Military
4809,6,开创,kāi chuàng,start; initiate; begin
4810,6,开关,kāi guān,switch; power switch
4811,6,开设,kāi shè,open; set up; establish; offer
4812,6,开通,kāi tōng,open; clear; dredge; open-minded; liberal
4813,6,开头,kāi tóu,begin; start; beginning
4814,6,开夜车,kāi yè chē,drive at night; work at night; work late into the night
4815,6,看,kān,take care of; keep under surveillance
4816,6,看管,kān guǎn,look after; guard; watch; attend
4817,6,看得见,kàn de jiàn,visible; noticeable
4818,6,看得起,kàn de qǐ,think highly of; have a good opinion of
4819,6,看好,kàn hǎo,look to further increase; optimistic about
4820,6,看作,kàn zuò,see; regard as; look upon
4821,6,康复,kāng fù,recovery; rehabilitation
4822,6,抗议,kàngyì,Protest
4823,6,考场,kǎo chǎng,examination hall; examination room
4824,6,考题,kǎo tí,examination questions; examination paper
4825,6,科研,kē yán,research; scientific research
4826,6,客车,kè chē,bus; coach
4827,6,肯,kěn,agree; consent; be willing to; be ready to
4828,6,空军,kōng jūn,air force; air service
4829,6,口试,kǒu shì,oral examination; oral test
4830,6,扣,kòu,button
4831,6,酷,kù,cool; cruel; brutal; oppressive; very; extremely
4832,6,跨,kuà,Cross
4833,6,快车,kuài chē,express train; express bus
4834,6,宽阔,kuān kuò,broad; wide; expanse; spacious
4835,6,矿,kuàng,mine; ore
4836,6,阔,kuò,wide; broad; rich; vast; wealthy
4837,6,啦,la,auxiliary word
4838,6,来往,lái wǎng,contact; dealing; intercourse; come and go
4839,6,赖,lài,rely; poor; bilk ; disclaim
4840,6,栏目,lánmù,column
4841,6,蓝领,lán lǐng,blue-collar worker; blue collar
4842,6,蓝天,lán tiān,blue sky
4843,6,懒,lǎn,lazy
4844,6,牢,láo,fold; pen; prison; jail; durable
4845,6,老乡,lǎo xiāng,fellow-villager; fellow-townsma
4846,6,冷气,lěng qì,air conditioning; cool air
4847,6,冷水,lěng shuǐ,cold water; unboiled water
4848,6,礼堂,lǐ táng,hall; assembly hall; auditorium
4849,6,理,lǐ,reason; truth; texture; to manage
4850,6,理财,lǐ cái,manage finances; conduct financial transactions
4851,6,理智,lǐzhì,reasonable
4852,6,力（影响力）,lì （yǐng xiǎng lì）,ability; capability (influence)
4853,6,利,lì,sharp; favourable; advantage; benefit; profit; interest
4854,6,联盟,liánméng,union
4855,6,联赛,lián sài,league
4856,6,联手,lián shǒu,join hands
4857,6,凉鞋,liáng xié,sandal
4858,6,两侧,liǎng cè,both sides; two flanks
4859,6,两手,liǎng shǒu,two hands; dual tactics
4860,6,聊,liáo,merely; just; a little; slightly; chat; rely on
4861,6,聊天儿,liáo tiānr,chat
4862,6,料（动）,liào,expect; anticipate; guess
4863,6,料（名）,liào,material; feed; stuff; grain
4864,6,裂,liè,crack; split; flaw
4865,6,灵活,línghuó,flexible
4866,6,领取,lǐng qǔ,draw; receive; pull down
4867,6,领袖,lǐngxiù,leader
4868,6,另,lìng,another; other; separately
4869,6,留言,liú yán,leave a message; leave comments
4870,6,流感,liú gǎn,flu; influenza
4871,6,楼道,lóu dào,corridor
4872,6,楼房,lóu fáng,building; storied building
4873,6,露,lòu,reveal; show
4874,6,陆军,lù jūn,army; ground force; land force
4875,6,录像,lù xiàng,video; video tape
4876,6,录音机,lù yīn jī,recorder; sound recorder; transcription machine
4877,6,路过,lù guò,pass by
4878,6,露,lù,reveal; expose; show; betray; dew
4879,6,旅店,lǚ diàn,inn; hostel; hotel
4880,6,绿化,lǜ huà,greening; afforest
4881,6,马车,mǎ chē,carriage; wagon
4882,6,嘛,ma,(auxiliary word)
4883,6,埋,mái,cover; bury
4884,6,馒头,mántou,Steamed buns
4885,6,慢车,màn chē,slow train; local; slow train
4886,6,盲人,máng rén,blind; blindman
4887,6,梅花,méi huā,plum blossom; plum flower
4888,6,美容,měi róng,beauty; cosmetology
4889,6,蒙,mēng,cheat; deceive; make a wild guess; unconscious
4890,6,蒙,méng,cover; encounter; come under; receive
4891,6,猛,měng,fierce; violent; abrupt; suddenly; with a rush
4892,6,棉,mián,cotton
4893,6,免得,miǎndé,lest
4894,6,面对面,miàn duì miàn,face to face; surface-to-surface
4895,6,面向,miàn xiàng,turn in the direction of; face; turn towards
4896,6,妙,miào,wonderful; clever; excellent; fine; subtle
4897,6,灭,miè,destroy; extinguish; exterminate; drown; put out
4898,6,民歌,mín gē,folk song; ballad
4899,6,民工,mín gōng,migrant workers; civilian worker
4900,6,民警,mín jǐng,people’s police; people’s policeman
4901,6,民意,mín yì,public opinion; popular will; public will
4902,6,民主,mínzhǔ,democratic
4903,6,名额,míng’é,Places
4904,6,名胜,míng shèng,a place of interest; scenic spot
4905,6,名义,míng yì,name; titular
4906,6,名誉,míngyù,reputation
4907,6,明日,míng rì,tomorrow
4908,6,命（名）,mìng,life; order; fate
4909,6,膜,mó,membrane
4910,6,磨,mó,rub; wear; grind; polish; dawdle
4911,6,没收,mò shōu,confiscate; expropriate
4912,6,墨水,mò shuǐ,ink; writing ink
4913,6,母,mǔ,mother; female
4914,6,母鸡,mǔ jī,hen
4915,6,母女,mǔ nǚ,mother and daughter
4916,6,母子,mǔ zǐ,mother and son; mother and child
4917,6,墓,mù,tomb; grave; mausoleum
4918,6,拿走,ná zǒu,take away
4919,6,奶粉,nǎi fěn,milk powder; dried milk
4920,6,奶牛,nǎi niú,cow; dairy cattle; milk cow
4921,6,难忘,nán wàng,unforgettable; memorable; indelibility
4922,6,内地,nèi dì,inland; interior; mainland
4923,6,内外,nèi wài,inside and outside; around
4924,6,内衣,nèi yī,underwear; underclothes; undies
4925,6,能否,néng fǒu,can; whether
4926,6,泥,ní,mud; mire; mashed vegetable; sludge
4927,6,扭,niǔ,twist; wrench; sprain; grapple; contortion
4928,6,排行榜,pái háng bǎng,leaderboard; ranking list
4929,6,派出,pài chū,send; dispatch
4930,6,判,pàn,discriminate; judge; sentence; obviously
4931,6,盼望,pànwàng,look forward to
4932,6,泡,pào,bubble; steep; soak
4933,6,炮,pào,cannon; gun; firecracker; artillery piece
4934,6,陪同,péi tóng,accompany; companion
4935,6,配置,pèi zhì,configuration; deploy
4936,6,皮球,pí qiú,rubber ball; ball
4937,6,偏,piān,partial; prejudiced; inclined to one side; lean
4938,6,贫困,pínkùn,Poor
4939,6,品牌,pǐn pái,brand
4940,6,聘请,pìn qǐng,hire; engage; invite
4941,6,平凡,píngfán,ordinary
4942,6,平方米,píng fāng mǐ,square metre
4943,6,平衡,pínghéng,balance
4944,6,平台,píng tái,platform; terrace
4945,6,评,píng,comment; review; criticize; judge
4946,6,评选,píng xuǎn,appraise and elect; choose
4947,6,屏幕,píngmù,screen
4948,6,坡,pō,slope
4949,6,扑,pū,Flutter
4950,6,铺,pū,spread
4951,6,欺负,qīfu,bully
4952,6,奇妙,qímiào,wonderful
4953,6,企图,qǐtú,Attempt
4954,6,起点,qǐ diǎn,starting point; outset
4955,6,起诉,qǐ sù,prosecute; sue; bring a lawsuit
4956,6,气氛,qìfēn,atmosphere
4957,6,恰当,qiàdàng,appropriate
4958,6,恰好,qià hǎo,just right; exactly right
4959,6,恰恰,qià qià,just; exactly; precisely
4960,6,牵,qiān,Pull
4961,6,铅笔,qiānbǐ,pencil
4962,6,谦虚,qiānxū,Modest
4963,6,前方,qián fāng,ahead; the front
4964,6,前来,qián lái,come
4965,6,潜力,qiánlì,potential
4966,6,强盗,qiáng dào,robber; bandit
4967,6,强化,qiáng huà,strengthen; intensify; strengthening
4968,6,强势,qiáng shì,strong; mighty
4969,6,强壮,qiáng zhuàng,strong; sturdy; robust
4970,6,桥梁,qiáoliáng,bridge
4971,6,巧妙,qiǎomiào,clever
4972,6,茄子,qié zi,eggplant
4973,6,切实,qièshí,practical
4974,6,侵犯,qīnfàn,Violation
4975,6,亲属,qīn shǔ,kinsfolk; relatives; cognate
4976,6,亲眼,qīn yǎn,with one’s own eyes; personally
4977,6,倾向,qīngxiàng,inclination
4978,6,清,qīng,clear; quiet; distinct; thoroughly; the Qing Dynasty
4979,6,清洁,qīngjié,clean
4980,6,清洁工,qīng jié gōng,dustman; cleaner
4981,6,清明节,qīng míng jié,Tomb-Sweeping Day; Ching Ming Festival
4982,6,清洗,qīng xǐ,wash; clean; rinse; purge; comb out
4983,6,情绪,qíngxù,emotion
4984,6,求职,qiú zhí,job hunting; job wanted
4985,6,球拍,qiú pāi,racket; racquet
4986,6,球星,qiú xīng,star
4987,6,球员,qiú yuán,player
4988,6,区分,qūfēn,Distinguish
4989,6,渠道,qúdào,channel
4990,6,取款,qǔ kuǎn,withdrawal
4991,6,取款机,qǔ kuǎn jī,ATM; cash dispenser
4992,6,去掉,qù diào,get rid of; do away with; take out
4993,6,权,quán,power; authority; right; tentatively
4994,6,权力,quánlì,power
4995,6,全力,quán lì,full force; all-out; sparing no effort
4996,6,全新,quán xīn,new; brand new
4997,6,券,quàn,certificate; ticket
4998,6,缺陷,quēxiàn,defect
4999,6,却是,què shì,nevertheless; however
5000,6,让座,ràng zuò,offer one’s seat to sb.
5001,6,热点,rè diǎn,hot spot; hot point
5002,6,热水,rè shuǐ,hot water
5003,6,热水器,rè shuǐ qì,water heater; hot-water heater
5004,6,热线,rè xiàn,hotline
5005,6,人权,rén quán,human rights
5006,6,认同,rèn tóng,identify with; self-identity; acknowledge
5007,6,日夜,rì yè,day and night; round the clock
5008,6,日语,rì yǔ,Japanese language
5009,6,融合,róng hé,fuse; merge; mix
5010,6,融入,róng rù,assimilate into; blend in
5011,6,如,rú,as; if; according to
5012,6,如一,rú yī,consistent
5013,6,乳制品,rǔ zhì pǐn,dairy product
5014,6,入,rù,enter; join; income
5015,6,入学,rù xué,admission; start school
5016,6,若,ruò,like; seem; as; if
5017,6,塞,sāi,fill in; squeeze; stuff; stopper
5018,6,赛,sài,match; compete; contest; competition
5019,6,赛场,sài chǎng,arena; competition terrain
5020,6,三明治,sān míng zhì,sandwich
5021,6,丧失,sàngshī,lose
5022,6,山峰,shān fēng,mountain peak
5023,6,山谷,shān gǔ,valley
5024,6,山坡,shān pō,hillside; mountain slope
5025,6,伤口,shāng kǒu,wound; cut
5026,6,伤亡,shāng wáng,injuries and deaths; casualties
5027,6,伤员,shāng yuán,wounded
5028,6,商城,shāng chéng,mall
5029,6,上当,shàngdàng,be fooled
5030,6,上帝,shàng dì,God
5031,6,上市,shàng shì,appear on the market; listed
5032,6,上台,shàng tái,appear on the stage; come into power
5033,6,上演,shàng yǎn,perform; staged; put on the stage
5034,6,勺,sháo,spoon
5035,6,少儿,shào ér,children
5036,6,舌头,shétou,Tongue
5037,6,设计师,shè jì shī,designer
5038,6,涉及,shèjí,Involve
5039,6,深化,shēn huà,deepen; intensify
5040,6,深深,shēn shēn,deeply; profoundly; deep
5041,6,审查,shěnchá,Examination
5042,6,升级,shēng jí,upgrade; be stepped up; escalate
5043,6,升学,shēng xué,enter a higher school
5044,6,升值,shēng zhí,appreciation; appreciate; increase in value
5045,6,生活费,shēng huó fèi,living expenses; cost of living; alimony
5046,6,省钱,shěng qián,save money
5047,6,圣诞节,shèng dàn jié,Christmas
5048,6,盛行,shèngxíng,Prevalence
5049,6,师父,shī fu,master; a polite form of address to a monk or nun
5050,6,师生,shī shēng,teacher and student
5051,6,时而,shí’ér,from time to time; now … now …
5052,6,时节,shí jié,season; time
5053,6,时期,shíqī,period
5054,6,时时,shí shí,often; constantly
5055,6,时装,shí zhuāng,fashion; fashionable dress
5056,6,识,shí,knowledge; know; remember
5057,6,识字,shí zì,learn to read; literacy
5058,6,实践,shíjiàn,practice
5059,6,食欲,shí yù,appetite
5060,6,市民,shì mín,citizen; city resident
5061,6,事后,shì hòu,after the event; afterwards
5062,6,试点,shì diǎn,pilot; launch a pilot project
5063,6,适当,shì dàng,suitable; proper; appropriate
5064,6,收藏,shōucáng,Collection
5065,6,收取,shōu qǔ,charge
5066,6,收养,shōu yǎng,adoption; adopt
5067,6,手续费,shǒu xù fèi,handling fee; commission charges
5068,6,首（名）,shǒu,head; leader; chief; aspect
